KEY,ENGLISH,KOREAN,CHECKED
m.desc.briar_chickadoo,"Briar chickadoos are baby chickens that will eventually grow into a briar hen or more rarely, a roostro.\n\
    \n\
    Chickadoos of all varieties will never be eaten by slimes. Some believe this is because slimes are too kind-hearted \
    to do such a thing. Others believe it's because chickadoos don't yet have enough meat on their bones.","병아리는 결국에는 주로 브라이어 암탉으로, 매우 드물게 수탉으로 성장하는 아기 닭입니다.\n\
\n\
슬라임은 어떠한 종류의 병아리도 먹지 않을 것입니다. 일부는 슬라임이 매우 인정이 많아서 먹지 않는 것이라 믿습니다. 다른 사람은 병아리가 아직 살집이 없기 때문이라고 믿습니다.",
t.painted_chickadoo,Painted Chickadoo,,
m.intro.painted_chickadoo,A tiny chick that's hiding a bounty of colorful potential.,,
m.favored_by.painted_chickadoo,(not slime food),,
m.resource_type.painted_chickadoo,Future Meat,,
m.how_to_use.painted_chickadoo,Keep painted chickadoos in a safe place and they'll eventually grow into a painted hen or roostro.,,
m.desc.painted_chickadoo,"Painted chickadoos are baby chickens that will eventually grow into a painted hen or more rarely, a roostro.\n\
    \n\
    Chickadoos of all varieties will never be eaten by slimes. Some believe this is because slimes are too kind-hearted \
    to do such a thing. Others believe it's because chickadoos don't yet have enough meat on their bones.",,
t.henhen,Hen Hen,헨 암탉,
m.intro.henhen,A hearty chicken bred to be twice as tasty as its cousin on Earth.,왕성한 닭은 지구에 사는 사촌보다 2배나 더 맛있습니다.,
m.favored_by.henhen,(none),(없음),
m.resource_type.henhen,Meat,고기,
m.how_to_use.henhen,"Hen hens in close proximity to roostros will periodically lay eggs that produce chickadoos. \
    However, keeping too many hens or roostros in close proximity makes them anxious and egg production will come \
    to a halt. Savvy ranchers with an understanding of the complex nature of chicken romance always keep their \
    coops from exceeding 12 grown chickens.","수탉 근처로 접근한 헨 암탉은 병아리가 되는 알을 주기적으로 낳습니다.\
하지만, 주변에 너무 많은 암탉과 수탉이 있으면 불안해지며 알 놓는 것을 그만 둘 것입니다.\
닭들의 로맨스란 복잡한 본성을 잘 알고 있는 목장주는 닭을 한 공간 안에 12마리 넘게 두지는 않을 것입니다.",
m.desc.henhen,"Hen hens are a special breed of chicken bred to survive the climate of the Far, Far Range. \
    While appearing more or less like a big chicken, these burly birds are much more adept at fending for themselves, \
    making them ideal for ranchers who might otherwise be distracted by a few hundred hungry slimes.","헨 암탉은 머나먼 방목장에서 생존할 수 있는 특수한 닭 품종입니다. \
더도말고 덜도말고 큰 닭하고 비슷하게 생겼지만, 이 건장한 새는 자신의 몸을 지켜내는데 능숙하여, 수 백마리의 굶주린 슬라임에게 정신이 팔려있는 목장주에게는 이상적입니다.",
t.stony_hen,Stony Hen,스토니 암탉,
m.intro.stony_hen,Has a rock solid conviction... in chicken stuff.,돌같이 확고한 신념이 있습니다.......닭고기 안에,
m.favored_by.stony_hen,Tabby Slime,고양이 슬라임,
m.resource_type.stony_hen,Meat,고기,
m.how_to_use.stony_hen,"Stony hens in close proximity to roostros will periodically lay eggs that produce stony chickadoos. \
    However, keeping too many hens or roostros in close proximity makes them anxious and egg production will come \
    to a halt. Savvy ranchers with an understanding of the complex nature of chicken romance always keep their \
    coops from exceeding 12 grown chickens.","수탉 근처로 접근한 스토니 암탉은 병아리가 되는 알을 주기적으로 낳습니다.\
하지만, 주변에 너무 많은 암탉과 수탉이 있으면 불안해지며 알 놓는 것을 그만 둘 것입니다.\
닭들의 로맨스란 복잡한 본성을 잘 알고 있는 목장주는 닭을 한 공간 안에 12마리 넘게 두지는 않을 것입니다.",
m.desc.stony_hen,"Stony hens are thought to have evolved from hen hens who once trekked deep into the mountains of the Far, Far \
    Range. Perhaps these birds were seeking a clarity of mind that one can only truly obtain through meditation amongst those \
    lofty, barren crags. But most likely, they were just stupid and got lost.","머나먼 방목장의 산에 깊숙히 들어간 헨 암탉이 진화하여 스토니 암탉이 된 것이라고 추측합니다. 아마도 그 새들은 높게 솟아있고 메마른 암벽 사이에서 명상수행한 자만이 얻을 수 있는 명석함을 찾기 위함일 수도 있습니다. 하지만, 스토니 암탉은 멍청해서 길을 잃었을 가능성이 높습니다.",
t.briar_hen,Briar Hen,브라이어 암탉,
m.intro.briar_hen,A real wild bird that loves to ramble in the bramble.,덤불 사이에서 산책하는 것을 좋아하는 진정한 야생의 새,
m.favored_by.briar_hen,Boom Slime,폭탄 슬라임,
m.resource_type.briar_hen,Meat,고기,
m.how_to_use.briar_hen,"Briar hens in close proximity to roostros will periodically lay eggs that produce briar chickadoos. \
    However, keeping too many hens or roostros in close proximity makes them anxious and egg production will come \
    to a halt. Savvy ranchers with an understanding of the complex nature of chicken romance always keep their \
    coops from exceeding 12 grown chickens.","수탉 근처로 접근한 브라이어 암탉은 병아리가 되는 알을 주기적으로 낳습니다.\
하지만, 주변에 너무 많은 암탉과 수탉이 있으면 불안해지며 알 놓는 것을 그만 둘 것입니다.\
닭들의 로맨스란 복잡한 본성을 잘 알고 있는 목장주는 닭을 한 공간 안에 12마리 넘게 두지는 않을 것입니다.",
m.desc.briar_hen,"Briar hens are a chicken variant born from the wild thickets of the Far, Far Range. They were first discovered \
    long ago by an explorer who noted that they seemed to have a complex tribal structure, and a fascinating series of chicken \
    customs. He even may have joined the briar tribe as an honorary chicken himself! His records end there however, and we know \
    nothing else about him or his findings. Oh, but his name was Carl. We know that.","브라이어 암탉은 야생 덤불 사이에서 태어난 변종 닭입니다. 한 탐험가가 처음 브라이어 암탉을 발견했을 때 암탉들은 복잡한 부족 사회와 닭들의 매우 오래된 흥미로운 관습을 볼 수 있었습니다. 그 탐험가는 자기 스스로 브라이어 부족에 명예 닭으로 들어갔습니다. 그의 기록은 거기서 끝이 납니다. 우리는 그밖에 그 탐험가나 탐험가가 찾은것을 알지 못합니다. 아, 그 탐험가의 이름은 Carl입니다. 그것만은 압니다.",
t.painted_hen,Painted Hen,,
m.intro.painted_hen,Some believe it's what lies at the end of the rainbow. Totally disappointing.,,
m.favored_by.painted_hen,Tangle Slime,,
m.resource_type.painted_hen,Meat,,
m.how_to_use.painted_hen,"Painted hens in close proximity to roostros will periodically lay eggs that produce painted chickadoos. \
    However, keeping too many hens or roostros in close proximity makes them anxious and egg production will come \
    to a halt. Savvy ranchers with an understanding of the complex nature of chicken romance always keep their \
    coops from exceeding 12 grown chickens.",,
m.desc.painted_hen,"Painted hens are the colorful chicken variants found in the Glass Desert. It is unknown what \
    caused their rainbow-like plumage to occur. One theory suggests their colors are a biological mimicry of the \
    prismatic glass found within the desert, while another theory states that their wild colors made them the dominant \
    mates of the Cluck Kingdoms and were thus banished to the desert by a coalition of jealous chickens who couldn't \
    compete with these fashionable fouls.\n\
    \n\
    But the latter theory is only actually believed by one very strange person, so we're not sure why it would have been \
    included here.",,
t.roostro,Roostro,수탉,
m.intro.roostro,Struts his stuff like he's king of the coop.,닭장의 왕인것 마냥 당당하게 걷기.,
m.favored_by.roostro,Hunter Slime,사냥꾼 슬라임,
m.resource_type.roostro,Meat,고기,
m.how_to_use.roostro,"All hens in close proximity to roostros will periodically lay eggs that produce chickadoos. \
    However, keeping too many hens or roostros in close proximity makes them anxious and egg production will come to a \
    halt. Savvy ranchers with an understanding of the complex nature of chicken romance always keep their coops from \
    exceeding 12 grown chickens.","수탉 근처로 접근한 암탉은 병아리가 되는 알을 주기적으로 낳습니다.\
하지만, 주변에 너무 많은 암탉과 수탉이 있으면 불안해지며 알 놓는 것을 그만 둘 것입니다.\
닭들의 로맨스란 복잡한 본성을 잘 알고 있는 목장주는 닭을 한 공간 안에 12마리 넘게 두지는 않을 것입니다.",
m.desc.roostro,"Roostros are the alpha birds on the Far, Far Range and half of the equation required to breed \
    chickens on the ranch. However, roostros are rarer than any hen making them a great find any time one is discovered.\n\
    \n\
    To acquire a roostro, either find one out on the range or breed them on the ranch. Any type of chickadoo has a small \
    chance of growing into a roostro. Some ranchers believe that these odds increase if you greet the Rooster King's \
    crow at sunrise with an enthusiastic 'good morning!'","수탉은 머나먼 방목장에서 시초의 새이고, 목장에서 닭을 기를 수 있는 방정식의 절반입니다. 어느 암탉보다도 귀하기 때문에 한 마리를 발견하면 잘 찾았다고 생각하게 됩니다. \n\
\n\
수탉을 얻으려면 방목장에서 찾아보거나 목장에서 번식시켜야 합니다. 어느 종류의 병아리든지 간에 수탉으로 자랄 확률이 적지만 있습니다. ",
t.elder_roostro,Elder Roostro,늙은 수탉,
m.intro.elder_roostro,Shakes his tail feathers and no one cares.,꼬리털을 뽐내보지만 아무도 신경쓰지 않는다.,
m.favored_by.elder_roostro,(none),(없음),
m.resource_type.elder_roostro,Meat,고기,
m.how_to_use.elder_roostro,"An elder roostro can no longer sire chickadoos and serves no other purpose than becoming a \
    slightly tough chicken dinner.",늙은 수탉은 더이상 병아리를 낳게 할 수 없고 약간 질긴 닭고기 저녁이 되는 것 이외에 할 수 있는 것은 없습니다.,
m.desc.elder_roostro,"Elder roostros are the senior-aged roostros who have retired from the otherwise bustling life of their \
    younger counterparts. 'Young roostros crow too much, they move too fast, and frankly have no respect for their elders,' \
    an elder roostro might say of youths; as they make a gross, smacking sound with their lips. Though this is of course \
    impossible, as roostros do not have lips.","늙은 수탉은 부산스럽게 움직이는 젊은 닭을의 삶을 은퇴한 늙은 닭입니다. '젊은 닭은 너무 큰 소리로 꼬끼오하며 울고, 너무 빠르게 움직이며, 솔직히 어르신들을 존중해주지 않는다'라고 혀를 차면서 젊은 것들에 대해 말합니다; 물론 입술이 없기 때문에 혀를 차면서 쯧쯧 소리를 낼 수는 없지만요.",
